Player_ID,LexTale,Game_Version,Game_Level,Phrase_Condition,Question_num,Answer,Reaction_Time
39,19,1,1,1,0,TRUE,9.06
39,19,1,1,1,1,TRUE,2.03
39,19,1,1,1,2,TRUE,1.33
39,19,1,1,1,3,TRUE,1.13
39,19,1,1,1,4,TRUE,2.23
39,19,1,1,1,5,TRUE,1.4
39,19,1,1,1,6,TRUE,1.43
39,19,1,1,1,7,TRUE,1.37
39,19,1,1,1,8,FALSE,0.87
39,19,1,1,1,9,TRUE,1.9
39,19,1,1,1,10,TRUE,0.93
39,19,1,1,1,11,TRUE,3.27
39,19,1,1,1,12,TRUE,0.84
39,19,1,1,1,13,TRUE,0.77
39,19,1,1,1,14,TRUE,0.93
39,19,1,1,1,15,TRUE,1.57
39,19,1,1,1,16,TRUE,1.4
39,19,1,1,1,17,TRUE,0.93
39,19,1,1,1,18,TRUE,0.73
39,19,1,1,1,19,TRUE,1.47
39,19,1,1,1,20,TRUE,1.03
39,19,1,1,1,21,TRUE,0.9
39,19,1,1,1,22,TRUE,1.17
39,19,1,1,1,23,TRUE,0.87
39,19,1,1,1,24,TRUE,0.53
39,19,1,1,1,25,TRUE,0.67
39,19,1,1,1,26,TRUE,0.7
39,19,1,1,1,27,TRUE,0.47
39,19,1,1,1,28,TRUE,0.73
39,19,1,1,1,29,TRUE,0.73
39,19,1,1,1,30,TRUE,1.46
39,19,1,1,1,31,TRUE,0.56
39,19,1,1,1,32,TRUE,0.5
39,19,1,1,1,33,TRUE,0.4
39,19,1,1,1,34,TRUE,0.23
39,19,1,1,1,35,TRUE,0.33
39,19,1,1,1,36,TRUE,0.23
39,19,1,1,1,37,TRUE,0.57
39,19,1,1,1,38,TRUE,0.17
39,19,1,1,1,39,TRUE,0.5
39,19,1,1,1,40,TRUE,0.47
39,19,1,1,1,41,TRUE,0.27
39,19,1,1,1,42,TRUE,0.47
39,19,1,1,1,43,TRUE,0.27
39,19,1,1,1,44,TRUE,0.27
39,19,1,1,1,45,TRUE,0.23
39,19,1,1,1,46,TRUE,0.33
39,19,1,1,1,47,TRUE,0.37
39,19,1,2,2,48,TRUE,1.9
39,19,1,2,2,49,TRUE,1
39,19,1,2,2,50,TRUE,0.83
39,19,1,2,2,51,TRUE,0.57
39,19,1,2,2,52,TRUE,0.9
39,19,1,2,2,53,FALSE,0.3
39,19,1,2,2,54,TRUE,0.87
39,19,1,2,2,55,TRUE,0.5
39,19,1,2,2,56,TRUE,0.57
39,19,1,2,2,57,TRUE,0.33
39,19,1,2,2,58,TRUE,1.03
39,19,1,2,2,59,TRUE,1.17
39,19,1,2,2,60,FALSE,0.77
39,19,1,2,2,61,TRUE,0.67
39,19,1,2,2,62,TRUE,0.47
39,19,1,2,2,63,TRUE,0.83
39,19,1,2,2,64,TRUE,0.7
39,19,1,2,2,65,FALSE,0.67
39,19,1,2,2,66,TRUE,1.17
39,19,1,2,2,67,TRUE,1.13
39,19,1,2,2,68,TRUE,0.63
39,19,1,2,2,69,TRUE,0.6
39,19,1,2,2,70,TRUE,0.57
39,19,1,2,2,71,TRUE,1.5
39,19,1,2,2,72,TRUE,0.8
39,19,1,2,2,73,TRUE,0.83
39,19,1,2,2,74,TRUE,0.7
39,19,1,2,2,75,TRUE,0.67
39,19,1,2,2,76,TRUE,0.93
39,19,1,2,2,77,TRUE,0.47
39,19,1,2,2,78,TRUE,0.53
39,19,1,2,2,79,TRUE,0.7
39,19,1,2,2,80,TRUE,0.77
39,19,1,2,2,81,TRUE,0.87
39,19,1,2,2,82,TRUE,0.53
39,19,1,2,2,83,TRUE,0.63
39,19,1,2,2,84,TRUE,0.53
39,19,1,2,2,85,TRUE,0.5
39,19,1,2,2,86,TRUE,1.1
39,19,1,2,2,87,TRUE,0.23
39,19,1,2,2,88,TRUE,0.8
39,19,1,2,2,89,TRUE,0.83
39,19,1,2,2,90,TRUE,0.43
39,19,1,2,2,91,TRUE,1.07
39,19,1,2,2,92,TRUE,0.9
39,19,1,2,2,93,TRUE,0.77
39,19,1,2,2,94,TRUE,0.9
39,19,1,2,2,95,TRUE,0.93
39,19,1,3,1,96,TRUE,1.07
39,19,1,3,1,97,TRUE,1.23
39,19,1,3,2,98,TRUE,2.27
39,19,1,3,2,99,TRUE,0.57
39,19,1,3,2,100,TRUE,0.93
39,19,1,3,2,101,TRUE,0.9
39,19,1,3,1,102,TRUE,0.6
39,19,1,3,1,103,TRUE,0.3
39,19,1,3,1,104,TRUE,0.6
39,19,1,3,2,105,TRUE,0.6
39,19,1,3,2,106,TRUE,0.54
39,19,1,3,1,107,TRUE,0.3
39,19,1,3,2,108,TRUE,1.2
39,19,1,3,1,109,TRUE,0.77
39,19,1,3,1,110,TRUE,0.67
39,19,1,3,1,111,TRUE,0.8
39,19,1,3,2,112,FALSE,0.77
39,19,1,3,1,113,TRUE,0.87
39,19,1,3,1,114,TRUE,1.03
39,19,1,3,2,115,TRUE,0.8
39,19,1,3,1,116,TRUE,1
39,19,1,3,1,117,TRUE,0.73
39,19,1,3,2,118,FALSE,0.33
39,19,1,3,2,119,TRUE,0.4
39,19,1,3,1,120,TRUE,0.53
39,19,1,3,1,121,TRUE,0.37
39,19,1,3,1,122,TRUE,0.8
39,19,1,3,2,123,TRUE,1.46
39,19,1,3,1,124,TRUE,0.56
39,19,1,3,1,125,TRUE,0.53
39,19,1,3,1,126,TRUE,0.67
39,19,1,3,2,127,TRUE,1.17
39,19,1,3,2,128,TRUE,0.67
39,19,1,3,1,129,TRUE,0.63
39,19,1,3,2,130,TRUE,0.6
39,19,1,3,2,131,TRUE,1
39,19,1,3,1,132,TRUE,2
39,19,1,3,2,133,TRUE,1.3
39,19,1,3,2,134,TRUE,0.77
39,19,1,3,2,135,TRUE,0.63
39,19,1,3,2,136,TRUE,0.93
39,19,1,3,2,137,TRUE,0.5
39,19,1,3,2,138,TRUE,0.53
39,19,1,3,1,139,TRUE,0.83
39,19,1,3,2,140,TRUE,0.83
39,19,1,3,1,141,TRUE,0.93
39,19,1,3,2,142,TRUE,1.07
39,19,1,3,1,143,TRUE,0.7
39,19,1,4,3,144,TRUE,0.87
39,19,1,4,3,145,TRUE,0.96
39,19,1,4,3,146,TRUE,0.24
39,19,1,4,3,147,TRUE,1.07
39,19,1,4,3,148,TRUE,0.8
39,19,1,4,3,149,TRUE,0.43
39,19,1,4,3,150,TRUE,0.17
39,19,1,4,3,151,TRUE,0.47
39,19,1,4,3,152,TRUE,0.07
39,19,1,4,3,153,TRUE,0.43
39,19,1,4,3,154,TRUE,0.5
39,19,1,4,3,155,TRUE,0.3
39,19,1,4,3,156,TRUE,0.4
39,19,1,4,3,157,TRUE,0.13
39,19,1,4,3,158,TRUE,0.07
39,19,1,4,3,159,TRUE,0.4
39,19,1,4,3,160,TRUE,0.17
39,19,1,4,3,161,TRUE,0.17
39,19,1,4,3,162,TRUE,0.33
39,19,1,4,3,163,TRUE,0.2
39,19,1,4,3,164,TRUE,0.73
39,19,1,4,3,165,TRUE,0.3
39,19,1,4,3,166,TRUE,0.2
39,19,1,4,3,167,TRUE,0.5
39,19,1,4,3,168,TRUE,0.53
39,19,1,4,3,169,TRUE,0.13
39,19,1,4,3,170,TRUE,0.07
39,19,1,4,3,171,TRUE,0.53
39,19,1,4,3,172,TRUE,0.8
39,19,1,4,3,173,TRUE,0.27
39,19,1,4,3,174,TRUE,0.43
39,19,1,4,3,175,TRUE,0.47
39,19,1,4,3,176,TRUE,0.1
39,19,1,4,3,177,TRUE,0.67
39,19,1,4,3,178,TRUE,0.9
39,19,1,4,3,179,TRUE,0.53
39,19,1,4,3,180,TRUE,0.53
39,19,1,4,3,181,TRUE,0.57
39,19,1,4,3,182,TRUE,0.27
39,19,1,4,3,183,TRUE,0.2
39,19,1,4,3,184,TRUE,0.36
39,19,1,4,3,185,TRUE,0.23
39,19,1,4,3,186,TRUE,0.47
39,19,1,4,3,187,TRUE,0.5
39,19,1,4,3,188,TRUE,0.37
39,19,1,4,3,189,TRUE,0.4
39,19,1,4,3,190,TRUE,0.73
39,19,1,4,3,191,TRUE,0.43
39,19,1,5,4,192,FALSE,1.17
39,19,1,5,4,193,TRUE,1.73
39,19,1,5,4,194,TRUE,0.53
39,19,1,5,4,195,TRUE,1.04
39,19,1,5,4,196,FALSE,0.73
39,19,1,5,4,197,TRUE,1.87
39,19,1,5,4,198,TRUE,0.76
39,19,1,5,4,199,FALSE,0.63
39,19,1,5,4,200,FALSE,1
39,19,1,5,4,201,TRUE,1.03
39,19,1,5,4,202,TRUE,0.33
39,19,1,5,4,203,FALSE,1.8
39,19,1,5,4,204,FALSE,1.46
39,19,1,5,4,205,FALSE,1.5
39,19,1,5,4,206,FALSE,1.97
39,19,1,5,4,207,TRUE,1.1
39,19,1,5,4,208,TRUE,1.33
39,19,1,5,4,209,TRUE,1.06
39,19,1,5,4,210,FALSE,0.67
39,19,1,5,4,211,FALSE,1.5
39,19,1,5,4,212,FALSE,0.86
39,19,1,5,4,213,FALSE,2.44
39,19,1,5,4,214,TRUE,1.43
39,19,1,5,4,215,TRUE,0.83
39,19,1,5,4,216,FALSE,0.9
39,19,1,5,4,217,FALSE,1.23
39,19,1,5,4,218,FALSE,1.03
39,19,1,5,4,219,FALSE,1.13
39,19,1,5,4,220,TRUE,1.37
39,19,1,5,4,221,TRUE,1
39,19,1,5,4,222,FALSE,1.07
39,19,1,5,4,223,TRUE,0.97
39,19,1,5,4,224,TRUE,1.93
39,19,1,5,4,225,TRUE,1.26
39,19,1,5,4,226,TRUE,1.36
39,19,1,5,4,227,TRUE,1.4
39,19,1,5,4,228,TRUE,0.67
39,19,1,5,4,229,FALSE,0.56
39,19,1,5,4,230,TRUE,0.47
39,19,1,5,4,231,FALSE,0.77
39,19,1,5,4,232,TRUE,0.67
39,19,1,5,4,233,FALSE,1.66
39,19,1,5,4,234,TRUE,0.63
39,19,1,5,4,235,TRUE,0.6
39,19,1,5,4,236,FALSE,0.87
39,19,1,5,4,237,FALSE,1.07
39,19,1,5,4,238,FALSE,3.33
39,19,1,5,4,239,TRUE,0.67
39,19,1,5,4,192,TRUE,0.63
39,19,1,5,4,193,TRUE,0.33
39,19,1,5,4,194,FALSE,0.2
39,19,1,5,4,195,FALSE,0.17
39,19,1,5,4,196,TRUE,0.2
39,19,1,5,4,197,FALSE,0.97
39,19,1,5,4,198,TRUE,0.33
39,19,1,5,4,199,FALSE,0.23
39,19,1,5,4,200,FALSE,0.6
39,19,1,5,4,201,FALSE,0.5
39,19,1,5,4,202,FALSE,0.87
39,19,1,5,4,203,TRUE,1.4
